Body, Pos x, Pos y, Pos z, , Vel x, Vel y, Vel z
30,0.633786,-0.0491809,-0.688372, ,-0.401374,0.193093,0.348444,
31,0.46388,-0.188477,-0.441052, ,-0.102605,0.227675,-0.141559,
32,0.364465,0.511424,0.443668, ,-0.011519,-0.186633,-0.108647,
33,-0.753733,-0.264347,0.669191, ,0.151051,0.0234112,-0.114487,
34,0.0341802,0.325813,-0.147578, ,0.101351,-0.103295,-0.0138337,
35,0.898511,0.842608,0.0991756, ,-0.111505,-0.107349,0.0547271,
36,-0.0562715,-0.250178,0.693639, ,0.18624,-0.0932374,-0.214354,
37,-0.0876181,-0.456155,0.965456, ,0.122447,0.0444626,-0.323261,
38,0.478438,0.134376,-0.607857, ,0.040257,-0.120404,0.109222,
39,0.678571,-0.204515,0.00165793, ,-0.208765,0.115208,-0.0950833,
40,-0.944896,0.989085,0.145055, ,0.113672,-0.115101,-0.0811305,
41,0.0626291,-0.611581,0.685591, ,-0.0169642,0.189605,-0.330396,
42,0.314868,-0.604051,0.684, ,-0.238354,0.164102,-0.211142,
43,-0.77997,0.48617,-0.371926, ,0.116423,-0.0540138,-0.038853,
44,-0.427562,-0.327205,-0.719361, ,0.184782,0.111694,0.0751953,
45,0.668915,0.415947,0.200289, ,-0.216631,-0.034,-0.124422,
46,-0.494384,-0.710796,-0.996546, ,0.112484,0.169639,0.145776,
47,0.612467,0.704393,-0.578856, ,-0.00631807,-0.57268,-0.00747936,
48,0.106427,-0.971198,-0.772319, ,0.00632285,0.198244,0.0899356,
49,0.504731,0.372368,0.087053, ,0.193685,0.0487331,0.111277,
0,0.000606105,6.40158e-05,-0.000492809, ,0.303104,0.0320208,-0.24645,
1,-0.99691,0.127297,-0.613128, ,0.293619,0.0629409,0.131871,
2,0.170577,-0.0401332,-0.299709, ,0.279426,0.0603911,-0.146012,
3,0.645596,0.492274,-0.651363, ,-0.0419424,-0.468015,0.210473,
4,0.420706,0.0266599,-0.392764, ,-0.148464,-0.205093,-0.376873,
5,-0.81659,-0.270729,-0.705098, ,0.302217,0.183451,0.138149,
6,0.976005,-0.10818,-0.761292, ,-0.522451,0.217712,0.271043,
7,-0.981713,-0.244059,0.0631405, ,0.232008,0.0904854,-0.0927175,
8,0.204345,0.213739,-0.666779, ,0.40875,-0.296299,0.376062,
9,-0.0982197,-0.295454,-0.885127, ,0.10126,0.150321,0.397416,
10,0.566616,0.604258,0.0400324, ,-0.0105874,-0.47747,0.133535,
11,0.751607,0.453175,0.911237, ,-0.169465,-0.0887623,-0.282342,
12,0.0788486,-0.714659,-0.0757346, ,0.0706908,0.332064,0.0519737,
13,0.72398,-0.580393,0.558967, ,-0.249312,0.20244,-0.172927,
14,0.993025,0.998597,0.222644, ,-0.283342,-0.396438,-0.17762,
15,-0.466911,-0.405308,0.679921, ,0.331552,0.0651287,-0.183735,
16,-0.247272,-0.814185,0.3545, ,0.498159,0.283675,0.0445035,
17,-0.981702,0.837058,-0.448334, ,0.359572,-0.261001,-0.054237,
18,0.176149,0.382191,0.6745, ,0.166097,-0.0877443,-0.361036,
19,-0.0294667,-0.589067,0.487837, ,0.327682,0.107362,0.182636,
20,-0.0838211,0.897696,0.488475, ,0.128709,-0.308022,-0.200687,
21,0.198019,-0.229586,0.469763, ,-0.0383931,-0.028266,-0.126062,
22,0.145098,-0.276711,-0.696373, ,0.143892,0.305503,0.258617,
23,-0.149347,0.605275,0.0340449, ,0.173167,-0.243584,-0.0831852,
24,0.502713,-0.30762,-0.661139, ,-0.192358,0.629274,0.449919,
25,-0.016038,-0.871904,0.399563, ,0.0836999,0.508413,0.0227681,
26,-0.704849,0.898683,-0.716477, ,0.0795302,-0.241733,0.185975,
27,0.385792,-0.392952,-0.14711, ,0.00401264,0.475535,-0.112215,
28,0.93202,0.366171,-0.693065, ,-0.603077,-0.101615,0.234324,
29,0.641398,0.163565,-0.617023, ,-0.983149,-0.267095,0.137483,
30,0.633184,-0.0488908,-0.687849, ,-0.60273,0.290123,0.523115,
31,0.463726,-0.188135,-0.441265, ,-0.153849,0.34171,-0.212852,
32,0.364448,0.511144,0.443505, ,-0.0172996,-0.280008,-0.162994,
33,-0.753507,-0.264312,0.669019, ,0.226609,0.0351232,-0.171753,
34,0.0343323,0.325658,-0.147599, ,0.152118,-0.154992,-0.0207861,
35,0.898344,0.842447,0.0992578, ,-0.167188,-0.160923,0.0821772,
36,-0.055992,-0.250318,0.693317, ,0.279462,-0.139998,-0.321652,
37,-0.0874344,-0.456088,0.964971, ,0.183726,0.0667128,-0.485073,
38,0.478499,0.134195,-0.607693, ,0.0610062,-0.180911,0.163769,
39,0.678258,-0.204342,0.00151522, ,-0.31322,0.172882,-0.142711,
40,-0.944726,0.988912,0.144933, ,0.170526,-0.172671,-0.121709,
41,0.0626035,-0.611297,0.685095, ,-0.0256078,0.284492,-0.496156,
42,0.31451,-0.603805,0.683683, ,-0.357889,0.246227,-0.316863,
43,-0.779795,0.486089,-0.371985, ,0.174644,-0.0810268,-0.0583004,
44,-0.427285,-0.327037,-0.719248, ,0.277276,0.167571,0.112818,
45,0.66859,0.415896,0.200103, ,-0.325119,-0.0509702,-0.186806,
46,-0.494215,-0.710542,-0.996328, ,0.168757,0.254493,0.218699,
47,0.612457,0.703534,-0.578867, ,-0.00938369,-0.859761,-0.0113176,
48,0.106437,-0.970901,-0.772184, ,0.00948199,0.297412,0.134928,
49,0.505022,0.372442,0.0872204, ,0.291262,0.0734918,0.167439,
0,0.00101041,0.000106751,-0.000821549, ,0.404301,0.0427347,-0.32874,
1,-0.996519,0.127381,-0.612952, ,0.391586,0.0839795,0.175871,
2,0.17095,-0.0400526,-0.299904, ,0.372978,0.0805532,-0.195067,
3,0.64554,0.491649,-0.651082, ,-0.0557431,-0.624435,0.280686,
4,0.420508,0.0263862,-0.393267, ,-0.197527,-0.273756,-0.503285,
5,-0.816187,-0.270484,-0.704914, ,0.40301,0.244649,0.184242,
6,0.975308,-0.10789,-0.76093, ,-0.696909,0.290435,0.361614,
7,-0.981404,-0.243938,0.0630168, ,0.309404,0.120673,-0.123645,
8,0.204891,0.213344,-0.666278, ,0.545725,-0.395504,0.501701,
9,-0.0980846,-0.295254,-0.884597, ,0.135051,0.200534,0.530023,
10,0.566602,0.603621,0.0402109, ,-0.0140324,-0.637304,0.17848,
11,0.751381,0.453057,0.91086, ,-0.226013,-0.118386,-0.376559,
12,0.0789429,-0.714216,-0.0756653, ,0.0942997,0.442883,0.0693149,
13,0.723648,-0.580123,0.558736, ,-0.332527,0.269991,-0.230631,
14,0.992646,0.998068,0.222407, ,-0.378047,-0.528953,-0.237014,
15,-0.466469,-0.405221,0.679676, ,0.442253,0.0868311,-0.245047,
16,-0.246607,-0.813807,0.35456, ,0.664828,0.378395,0.0595605,
17,-0.981223,0.83671,-0.448406, ,0.479621,-0.348103,-0.0723898,
18,0.176371,0.382074,0.674019, ,0.221582,-0.116996,-0.481591,
19,-0.0290293,-0.588924,0.488081, ,0.437476,0.143131,0.244641,
20,-0.0836494,0.897286,0.488207, ,0.171673,-0.4108,-0.267646,
21,0.197968,-0.229624,0.469595, ,-0.0512572,-0.037833,-0.168025,
22,0.14529,-0.276303,-0.696028, ,0.192277,0.407681,0.34519,
23,-0.149116,0.60495,0.033934, ,0.230991,-0.324866,-0.110932,
24,0.502456,-0.30678,-0.660538, ,-0.256726,0.840226,0.600695,
25,-0.0159263,-0.871226,0.399594, ,0.111698,0.678315,0.0305526,
26,-0.704743,0.898361,-0.716229, ,0.106039,-0.322413,0.248047,
27,0.385798,-0.392317,-0.14726, ,0.00541856,0.634392,-0.14977,
28,0.931215,0.366036,-0.692752, ,-0.804862,-0.13547,0.312666,
29,0.640082,0.163207,-0.616839, ,-1.31586,-0.358579,0.18402,
30,0.632379,-0.0485031,-0.68715, ,-0.804896,0.38774,0.698329,
31,0.463521,-0.187679,-0.44155, ,-0.205024,0.455983,-0.284767,
32,0.364425,0.51077,0.443287, ,-0.0231057,-0.373454,-0.217368,
33,-0.753204,-0.264265,0.66879, ,0.302204,0.0468426,-0.229046,
34,0.0345353,0.325451,-0.147626, ,0.202996,-0.206747,-0.0277814,
35,0.898121,0.842232,0.0993675, ,-0.222788,-0.214375,0.109732,
36,-0.0556192,-0.250505,0.692888, ,0.372806,-0.186931,-0.429095,
37,-0.0871893,-0.455999,0.964324, ,0.245072,0.0889859,-0.647105,
38,0.478581,0.133953,-0.607475, ,0.0825162,-0.241787,0.218234,
39,0.67784,-0.204111,0.00132477, ,-0.417761,0.230639,-0.190444,
40,-0.944498,0.988682,0.144771, ,0.227403,-0.230265,-0.162302,
41,0.062569,-0.610917,0.684432, ,-0.034448,0.37948,-0.662598,
42,0.314032,-0.603476,0.68326, ,-0.477854,0.328441,-0.422766,
43,-0.779563,0.485981,-0.372062, ,0.232877,-0.108047,-0.0777728,
44,-0.426915,-0.326813,-0.719098, ,0.369894,0.223484,0.150471,
45,0.668157,0.415828,0.199853, ,-0.433816,-0.0679041,-0.249398,
46,-0.49399,-0.710202,-0.996036, ,0.225067,0.33939,0.291663,
47,0.612445,0.702386,-0.578882, ,-0.0123361,-1.14774,-0.0152748,
48,0.10645,-0.970504,-0.772004, ,0.0126384,0.396634,0.179951,
49,0.505412,0.372541,0.0874447, ,0.389728,0.0987263,0.224237,
0,0.00151604,0.000160234,-0.0012327, ,0.505636,0.0534833,-0.41115,
1,-0.996029,0.127486,-0.612732, ,0.489633,0.105068,0.219908,
2,0.171417,-0.0399519,-0.300148, ,0.466883,0.100743,-0.244455,
3,0.645471,0.490868,-0.650731, ,-0.0693867,-0.78121,0.350945,
4,0.420262,0.0260435,-0.393897, ,-0.246216,-0.342679,-0.630377,
5,-0.815683,-0.270179,-0.704683, ,0.50385,0.305888,0.230373,
6,0.974437,-0.107526,-0.760478, ,-0.87163,0.363291,0.452377,
7,-0.981017,-0.243787,0.0628622, ,0.386853,0.150882,-0.154592,
8,0.205574,0.212849,-0.66565, ,0.683328,-0.495088,0.627586,
9,-0.0979157,-0.295003,-0.883934, ,0.168874,0.250838,0.662748,
10,0.566584,0.602823,0.0404347, ,-0.0174041,-0.797726,0.223803,
11,0.751098,0.452909,0.910389, ,-0.282612,-0.148042,-0.470865,
12,0.0790608,-0.713663,-0.0755786, ,0.117947,0.553814,0.0866703,
13,0.723232,-0.579785,0.558448, ,-0.415839,0.337604,-0.288388,
14,0.992173,0.997406,0.22211, ,-0.472974,-0.661787,-0.29657,
15,-0.465916,-0.405113,0.679369, ,0.553111,0.108527,-0.306415,
16,-0.245775,-0.813334,0.354635, ,0.832027,0.473254,0.0748103,
17,-0.980623,0.836275,-0.448497, ,0.599834,-0.435294,-0.0906062,
18,0.176648,0.381928,0.673416, ,0.27717,-0.14625,-0.602326,
19,-0.0284815,-0.588745,0.488389, ,0.547763,0.178886,0.30763,
20,-0.0834347,0.896772,0.487872, ,0.214688,-0.513666,-0.33466,
21,0.197903,-0.229672,0.469385, ,-0.0641787,-0.047525,-0.209936,
22,0.145531,-0.275793,-0.695596, ,0.241026,0.510157,0.43208,
23,-0.148827,0.604544,0.0337953, ,0.288902,-0.406221,-0.138693,
24,0.502135,-0.305728,-0.659786, ,-0.321312,1.05221,0.752168,
25,-0.0157865,-0.870377,0.399632, ,0.139781,0.848589,0.0385057,
26,-0.70461,0.897958,-0.715919, ,0.132546,-0.403182,0.310187,
27,0.385805,-0.391524,-0.147447, ,0.00688355,0.793545,-0.187453,
28,0.930208,0.365867,-0.692361, ,-1.0073,-0.16931,0.391209,
29,0.638429,0.162755,-0.616608, ,-1.653,-0.452222,0.231184,
30,0.63137,-0.0480169,-0.686276, ,-1.00815,0.486153,0.874275,
31,0.463265,-0.187108,-0.441907, ,-0.2561,0.570573,-0.35752,
32,0.364396,0.510303,0.443016, ,-0.0289461,-0.466994,-0.271778,
33,-0.752827,-0.264206,0.668503, ,0.37785,0.0585721,-0.286376,
34,0.0347893,0.325193,-0.147661, ,0.254021,-0.25858,-0.0348338,
35,0.897843,0.841965,0.099505, ,-0.278275,-0.267663,0.137427,
36,-0.0551529,-0.250739,0.692351, ,0.466314,-0.234094,-0.536734,
37,-0.0868828,-0.455888,0.963515, ,0.306507,0.11129,-0.809429,
38,0.478686,0.13365,-0.607202, ,0.105068,-0.303159,0.272589,
39,0.677318,-0.203823,0.00108646, ,-0.522419,0.288509,-0.238315,
40,-0.944214,0.988394,0.144568, ,0.28431,-0.28789,-0.202916,
41,0.0625255,-0.610443,0.683602, ,-0.0435549,0.474602,-0.829959,
42,0.313434,-0.603065,0.682731, ,-0.598397,0.410776,-0.528913,
43,-0.779271,0.485846,-0.37216, ,0.291126,-0.135077,-0.0972787,
44,-0.426452,-0.326534,-0.71891, ,0.462678,0.279444,0.188164,
45,0.667614,0.415743,0.199541, ,-0.542793,-0.0847889,-0.312271,
46,-0.493708,-0.709778,-0.995671, ,0.281427,0.424344,0.364683,
47,0.61243,0.700949,-0.578902, ,-0.0151353,-1.43691,-0.0193921,
48,0.106465,-0.970008,-0.771779, ,0.0157911,0.495929,0.225014,
49,0.505901,0.372665,0.0877265, ,0.489399,0.124604,0.281894,
0,0.00212319,0.000224509,-0.00172641, ,0.607146,0.0642753,-0.493712,
1,-0.995441,0.127612,-0.612468, ,0.587781,0.12622,0.263991,
2,0.171978,-0.0398309,-0.300443, ,0.561234,0.120967,-0.294262,
3,0.645388,0.48993,-0.65031, ,-0.08283,-0.93843,0.421262,
4,0.419967,0.0256316,-0.394655, ,-0.294425,-0.411931,-0.758327,
5,-0.815078,-0.269811,-0.704407, ,0.604748,0.367178,0.276552,
6,0.97339,-0.10709,-0.759934, ,-1.04668,0.436311,0.543381,
7,-0.980553,-0.243606,0.0626767, ,0.464367,0.181118,-0.185563,
8,0.206396,0.212253,-0.664896, ,0.82172,-0.59515,0.753777,
9,-0.097713,-0.294702,-0.883139, ,0.202738,0.301256,0.795618,
10,0.566564,0.601864,0.0407043, ,-0.0206819,-0.95889,0.269604,
11,0.750759,0.452731,0.909824, ,-0.339276,-0.177737,-0.565281,
12,0.0792025,-0.712998,-0.0754745, ,0.141644,0.664885,0.104044,
13,0.722733,-0.57938,0.558102, ,-0.49927,0.405293,-0.346211,
14,0.991605,0.996611,0.221754, ,-0.56818,-0.795021,-0.35633,
15,-0.465252,-0.404983,0.679001, ,0.664168,0.130216,-0.367856,
16,-0.244775,-0.812765,0.354725, ,0.999896,0.568287,0.0903032,
17,-0.979903,0.835752,-0.448606, ,0.720253,-0.522595,-0.108903,
18,0.176981,0.381752,0.672693, ,0.332888,-0.175507,-0.723287,
19,-0.0278228,-0.588531,0.488761, ,0.658677,0.214624,0.371876,
20,-0.083177,0.896155,0.487471, ,0.257769,-0.616645,-0.401742,
21,0.197826,-0.229729,0.469134, ,-0.0771723,-0.0573746,-0.251783,
22,0.145821,-0.27518,-0.695077, ,0.290233,0.613008,0.519369,
23,-0.14848,0.604056,0.0336288, ,0.346924,-0.48767,-0.166474,
24,0.501749,-0.304462,-0.658881, ,-0.386173,1.26551,0.904523,
25,-0.0156185,-0.869358,0.399679, ,0.16797,1.01933,0.0466717,
26,-0.704451,0.897474,-0.715547, ,0.159052,-0.484061,0.372414,
27,0.385813,-0.390571,-0.147672, ,0.00842286,0.95307,-0.225297,
28,0.928997,0.365664,-0.691891, ,-1.21057,-0.203131,0.470007,
29,0.636433,0.162206,-0.616329, ,-1.99583,-0.548641,0.279156,
30,0.630158,-0.0474313,-0.685225, ,-1.21279,0.585581,1.05114,
31,0.462958,-0.186423,-0.442339, ,-0.30705,0.685564,-0.431335,
32,0.364361,0.509743,0.442689, ,-0.03483,-0.560652,-0.326233,
33,-0.752373,-0.264136,0.66816, ,0.453559,0.0703143,-0.343751,
34,0.0350945,0.324882,-0.147703, ,0.305232,-0.310512,-0.0419581,
35,0.897509,0.841644,0.0996703, ,-0.333619,-0.320744,0.165299,
36,-0.0545929,-0.251021,0.691707, ,0.560028,-0.281546,-0.644618,
37,-0.0865147,-0.455754,0.962543, ,0.368053,0.133632,-0.972121,
38,0.478815,0.133284,-0.606875, ,0.128967,-0.365155,0.326797,
39,0.676691,-0.203476,0.000800098, ,-0.627223,0.346519,-0.286362,
40,-0.943873,0.988048,0.144324, ,0.341255,-0.345556,-0.243556,
41,0.0624725,-0.609873,0.682604, ,-0.0530028,0.569892,-0.998492,
42,0.312714,-0.602572,0.682096, ,-0.719669,0.493261,-0.635368,
43,-0.778922,0.485684,-0.372276, ,0.349394,-0.162118,-0.116827,
44,-0.425896,-0.326199,-0.718684, ,0.55567,0.335465,0.225908,
45,0.666962,0.415641,0.199165, ,-0.652125,-0.101611,-0.3755,
46,-0.493371,-0.709269,-0.995234, ,0.337849,0.509368,0.437772,
47,0.612412,0.699221,-0.578925, ,-0.0177399,-1.72761,-0.0237117,
48,0.106484,-0.969413,-0.771509, ,0.0189393,0.595315,0.270127,
49,0.506492,0.372816,0.0880672, ,0.590604,0.1513,0.340649,
0,0.00283205,0.000299629,-0.00230287, ,0.708865,0.0751197,-0.576456,
1,-0.994755,0.127759,-0.61216, ,0.686049,0.147448,0.30813,
2,0.172634,-0.0396897,-0.300787, ,0.656124,0.141233,-0.344579,
3,0.645292,0.488834,-0.649818, ,-0.0960276,-1.09619,0.491646,
4,0.419625,0.02515,-0.395543, ,-0.342038,-0.481581,-0.887319,
5,-0.814372,-0.269383,-0.704084, ,0.705716,0.428529,0.322787,
6,0.972168,-0.106581,-0.7593, ,-1.22214,0.509531,0.634676,
7,-0.980011,-0.243395,0.0624601, ,0.54196,0.211387,-0.216563,
8,0.207357,0.211558,-0.664016, ,0.96107,-0.695793,0.88034,
9,-0.0974764,-0.29435,-0.88221, ,0.236649,0.351811,0.928663,
10,0.56654,0.600743,0.0410203, ,-0.0238444,-1.12096,0.315988,
11,0.750363,0.452523,0.909164, ,-0.396016,-0.20748,-0.659831,
12,0.0793679,-0.712222,-0.0753531, ,0.165399,0.776125,0.121438,
13,0.72215,-0.578907,0.557698, ,-0.582845,0.473075,-0.404114,
14,0.990942,0.995683,0.221337, ,-0.663726,-0.928742,-0.416337,
15,-0.464476,-0.404831,0.678572, ,0.775462,0.151895,-0.429382,
16,-0.243607,-0.812102,0.354831, ,1.16858,0.663533,0.106091,
17,-0.979062,0.835142,-0.448733, ,0.840921,-0.610028,-0.127296,
18,0.17737,0.381547,0.671848, ,0.388761,-0.204768,-0.84452,
19,-0.0270525,-0.58828,0.489199, ,0.770361,0.250343,0.437668,
20,-0.082876,0.895435,0.487002, ,0.300929,-0.719757,-0.468906,
