Body, Pos x, Pos y, Pos z, , Vel x, Vel y, Vel z
28,0.0244936,0.0650558,-0.152688, ,-1.02574,-20.1971,1.39898,
29,0.0363528,0.104354,-0.133669, ,14.4454,-12.357,13.8242,
30,-0.235407,0.236696,-0.505304, ,2.79807,-11.6818,8.50792,
31,0.249605,-0.0357446,-0.0115287, ,-12.4411,-10.7996,8.08977,
32,0.132453,0.0553636,-0.0166616, ,-13.9075,12.0654,-20.6669,
33,-0.125996,0.607291,-0.641114, ,-10.5106,-2.44612,9.32738,
34,0.071491,0.254603,-0.349085, ,-8.96311,17.2938,-1.11432,
35,-1.28783,-1.52807,-1.8032, ,-10.1352,-8.91632,-12.9236,
36,0.0753863,0.159085,-3.05146, ,-3.294,-0.342252,-20.5387,
37,0.190695,-0.247046,0.276278, ,8.23244,13.5285,-1.38165,
38,-0.0410572,0.360243,-0.302776, ,-8.36275,2.18492,6.30858,
39,0.0143638,0.148223,-0.377726, ,11.0089,2.09508,1.38225,
40,1.53652,-0.390365,0.449786, ,9.32182,-3.62492,11.4384,
41,0.0538426,0.103279,0.178502, ,0.201008,9.54233,0.735251,
42,0.0350894,0.134056,0.179504, ,10.0288,18.711,-3.21977,
43,-0.0449997,0.0342995,-0.159299, ,-0.357049,2.54119,-17.8448,
44,0.114624,0.825116,-0.214818, ,1.13971,7.99123,2.30571,
45,0.199703,-0.0566262,0.0728003, ,-8.75372,18.2668,-11.7713,
46,1.02831,0.330774,1.7251, ,4.20271,-0.365982,10.3864,
47,-0.0919391,-0.0186367,-0.489384, ,-9.18519,9.51961,-3.27382,
48,0.348874,0.0965682,-0.116162, ,0.410642,13.9889,-7.20884,
49,-0.146607,0.388158,-0.381375, ,-10.5988,-5.68963,2.69264,
0,0.248239,-0.34064,-0.352982, ,6.30763,10.5342,1.94454,
1,0.473978,-0.267795,0.703224, ,-2.62494,3.69901,4.73002,
2,-0.0342049,0.178585,-0.450383, ,-0.523322,-10.8206,14.4958,
3,0.246551,0.133737,-0.335824, ,-0.335296,-1.54806,0.357787,
4,0.380491,0.155302,-0.0892924, ,-3.25813,-9.88178,1.26218,
5,0.57096,-0.652719,0.0601368, ,-1.84355,3.66365,1.61063,
6,-0.167364,0.430005,0.140575, ,14.1737,0.572728,0.611525,
7,2.29469,-0.148756,0.99559, ,15.6251,-2.80221,11.9663,
8,0.138629,0.135642,-0.0348949, ,11.5168,-13.679,-2.58379,
9,-0.26784,0.0772509,-0.482911, ,12.3616,6.71992,-12.4714,
10,-0.298369,0.721798,0.0318442, ,6.1526,0.774899,-2.88621,
11,-0.585782,-0.211508,-1.07022, ,-2.74325,2.44212,1.3637,
12,0.293835,0.226072,0.148352, ,-0.831079,-5.62946,-20.515,
13,-0.0215407,0.102261,0.132676, ,1.68123,-5.15977,16.2199,
14,-0.0588549,-0.0252042,-0.0990186, ,5.41999,-8.22413,7.35087,
15,-1.48268,1.25245,-1.21764, ,-14.6642,3.54039,-3.64433,
16,0.0647944,0.385232,0.225281, ,16.4203,4.74466,4.15453,
17,2.24966,0.457937,0.370215, ,14.0958,4.96686,3.07859,
18,0.930441,-0.319135,0.990042, ,1.22115,-0.836393,4.79308,
19,0.586023,0.0169038,0.104829, ,0.890928,-4.38531,2.66497,
20,-0.521254,-0.169558,-1.0125, ,-14.1734,7.69286,-1.80375,
21,-1.14884,0.910733,-0.615682, ,-8.28015,1.66465,-1.27282,
22,0.0318184,0.446618,-0.223647, ,-11.4011,15.5346,14.2263,
23,0.309818,0.0576489,0.171789, ,10.7474,-2.43954,-9.94603,
24,0.391256,-0.0387161,0.0317643, ,-8.58337,-5.36229,-2.26095,
25,0.370951,0.0973734,0.229757, ,-0.948966,1.32611,13.0397,
26,0.165032,0.0449499,-0.0278846, ,-11.1293,3.78045,-3.83927,
27,-0.259266,-0.826427,2.16044, ,-2.24802,-7.64808,19.8088,
28,0.0228357,0.0447797,-0.150753, ,-1.65792,-20.2761,1.93536,
29,0.0503431,0.0896561,-0.12035, ,13.9903,-14.698,13.3188,
30,-0.232132,0.224711,-0.496387, ,3.27435,-11.9855,8.91641,
31,0.236113,-0.0454874,-0.00286834, ,-13.4922,-9.74287,8.66039,
32,0.120447,0.0672427,-0.0378035, ,-12.0062,11.8791,-21.1419,
33,-0.136439,0.604606,-0.631564, ,-10.4429,-2.68523,9.55076,
34,0.0619742,0.271104,-0.349967, ,-9.51678,16.5003,-0.881655,
35,-1.29795,-1.53696,-1.81611, ,-10.1206,-8.8977,-12.9065,
36,0.0720914,0.158742,-3.07197, ,-3.29494,-0.343062,-20.5141,
37,0.198957,-0.233033,0.27452, ,8.26159,14.0132,-1.75756,
38,-0.0491579,0.361821,-0.296371, ,-8.10068,1.57817,6.40473,
39,0.0251714,0.150587,-0.376248, ,10.8076,2.36459,1.47747,
40,1.54577,-0.393963,0.461213, ,9.24916,-3.59827,11.4271,
41,0.0538157,0.112916,0.177982, ,-0.0269123,9.63764,-0.519547,
42,0.0458106,0.150938,0.174902, ,10.7212,16.8816,-4.60273,
43,-0.0437237,0.0373493,-0.176467, ,1.27603,3.04984,-17.1681,
44,0.115732,0.832833,-0.21249, ,1.10866,7.71769,2.3282,
45,0.191082,-0.0371698,0.0601049, ,-8.62089,19.4565,-12.6954,
46,1.03249,0.330395,1.73543, ,4.18311,-0.378899,10.3367,
47,-0.100963,-0.00856725,-0.492144, ,-9.0242,10.0695,-2.75987,
48,0.348433,0.110305,-0.122902, ,-0.441693,13.7363,-6.7405,
49,-0.156604,0.381852,-0.378337, ,-9.99734,-6.30536,3.03744,
0,0.254436,-0.329737,-0.350822, ,6.19651,10.9036,2.15969,
1,0.471303,-0.264013,0.707785, ,-2.67473,3.78116,4.5611,
2,-0.0342344,0.16749,-0.434745, ,-0.0294732,-11.0946,15.6382,
3,0.245647,0.132118,-0.334931, ,-0.903927,-1.61945,0.892044,
4,0.376083,0.14446,-0.0881606, ,-4.4088,-10.8419,1.1318,
5,0.569017,-0.648862,0.0617419, ,-1.94262,3.85662,1.60505,
6,-0.152921,0.430261,0.140959, ,14.443,0.256036,0.38428,
7,2.31028,-0.151553,1.00754, ,15.5909,-2.79741,11.9496,
8,0.150004,0.119817,-0.037529, ,11.3744,-15.8245,-2.63415,
9,-0.254951,0.0842687,-0.495097, ,12.8891,7.01785,-12.1857,
10,-0.292066,0.722369,0.028878, ,6.3032,0.570855,-2.96622,
11,-0.588387,-0.208979,-1.06869, ,-2.60471,2.52925,1.52427,
12,0.29269,0.219501,0.127488, ,-1.14451,-6.5713,-20.864,
13,-0.0185715,0.0970918,0.148604, ,2.96923,-5.16938,15.9282,
14,-0.0522277,-0.0321042,-0.0924121, ,6.62718,-6.89998,6.60649,
15,-1.49731,1.25597,-1.22125, ,-14.6309,3.5137,-3.61794,
16,0.0813095,0.38946,0.229065, ,16.5151,4.22807,3.78401,
17,2.26371,0.462891,0.373292, ,14.0561,4.95333,3.0776,
18,0.931591,-0.319941,0.994749, ,1.14956,-0.805783,4.70713,
19,0.586218,0.0125585,0.107388, ,0.195566,-4.34532,2.55877,
20,-0.535953,-0.162209,-1.01473, ,-14.6982,7.34858,-2.22568,
21,-1.15706,0.912355,-0.616934, ,-8.21596,1.62203,-1.2522,
22,0.0202503,0.46138,-0.209574, ,-11.5681,14.7619,14.0725,
23,0.320376,0.0552996,0.161343, ,10.5579,-2.34931,-10.4461,
24,0.381711,-0.0435873,0.0295795, ,-9.54508,-4.87119,-2.18472,
25,0.368936,0.0981436,0.241587, ,-2.01452,0.770166,11.8305,
26,0.152848,0.0493874,-0.0317009, ,-12.1848,4.43758,-3.81635,
27,-0.261506,-0.834062,2.18022, ,-2.23998,-7.63495,19.777,
28,0.0205115,0.0247711,-0.148599, ,-2.32416,-20.0086,2.15357,
29,0.0640161,0.0733796,-0.107314, ,13.673,-16.2766,13.0357,
30,-0.228376,0.212364,-0.487064, ,3.75625,-12.3466,9.32287,
31,0.221506,-0.0539479,0.0065037, ,-14.6067,-8.46042,9.37204,
32,0.110258,0.0789681,-0.0586685, ,-10.1884,11.7254,-20.865,
33,-0.146807,0.601681,-0.621791, ,-10.3684,-2.92551,9.77281,
34,0.0519753,0.28674,-0.350591, ,-9.99893,15.6359,-0.623912,
35,-1.30806,-1.54584,-1.829, ,-10.1063,-8.87937,-12.8896,
36,0.0687956,0.158398,-3.09246, ,-3.29583,-0.343857,-20.4898,
37,0.207236,-0.21853,0.272367, ,8.27922,14.503,-2.15289,
38,-0.0569894,0.362794,-0.289887, ,-7.83152,0.972404,6.48372,
39,0.0355704,0.153141,-0.374713, ,10.3989,2.55403,1.53533,
40,1.55495,-0.397535,0.472628, ,9.17772,-3.572,11.4156,
41,0.053439,0.122504,0.176178, ,-0.376721,9.58756,-1.80457,
42,0.0566836,0.165562,0.169321, ,10.8729,14.6243,-5.58062,
43,-0.0406142,0.0406784,-0.192698, ,3.10953,3.3291,-16.2311,
44,0.11681,0.840281,-0.210139, ,1.07734,7.448,2.35074,
45,0.182728,-0.0166805,0.046164, ,-8.35402,20.4893,-13.941,
46,1.03666,0.330004,1.74572, ,4.1637,-0.391588,10.2874,
47,-0.109824,0.0020706,-0.494369, ,-8.86074,10.6379,-2.22434,
48,0.347149,0.123779,-0.129226, ,-1.28362,13.4745,-6.32377,
49,-0.165993,0.37496,-0.374957, ,-9.38901,-6.89242,3.37979,
0,0.260508,-0.318453,-0.348439, ,6.07206,11.2837,2.38333,
1,0.46858,-0.260152,0.712177, ,-2.72344,3.86173,4.39224,
2,-0.0335822,0.156201,-0.41799, ,0.652189,-11.2892,16.755,
3,0.244151,0.130424,-0.333494, ,-1.49664,-1.69367,1.4375,
4,0.370368,0.132861,-0.0874422, ,-5.71506,-11.5985,0.71841,
5,0.566975,-0.644812,0.0633401, ,-2.04255,4.05082,1.5982,
6,-0.138214,0.430187,0.141111, ,14.7079,-0.0734224,0.151829,
7,2.32583,-0.154346,1.01947, ,15.5573,-2.79268,11.933,
8,0.160673,0.101382,-0.0403581, ,10.6693,-18.4355,-2.82912,
9,-0.241515,0.091641,-0.506924, ,13.4355,7.37226,-11.8276,
10,-0.285612,0.722733,0.0258311, ,6.45464,0.363954,-3.0469,
11,-0.590852,-0.206345,-1.067, ,-2.46473,2.63376,1.69524,
12,0.291189,0.211983,0.106302, ,-1.50107,-7.51751,-21.1858,
13,-0.014246,0.0920961,0.164124, ,4.32549,-4.99573,15.5199,
14,-0.0443442,-0.0377981,-0.0864765, ,7.88345,-5.69388,5.93556,
15,-1.51191,1.25946,-1.22485, ,-14.598,3.48744,-3.59196,
16,0.0978941,0.393172,0.232481, ,16.5846,3.71274,3.41628,
17,2.27773,0.467831,0.376369, ,14.0169,4.94004,3.07655,
18,0.932669,-0.320716,0.999371, ,1.07871,-0.775262,4.62197,
19,0.585731,0.00826561,0.109842, ,-0.486662,-4.29287,2.45421,
20,-0.551182,-0.155359,-1.01747, ,-15.2292,6.84984,-2.73819,
21,-1.16521,0.913935,-0.618166, ,-8.15237,1.57997,-1.23181,
22,0.00858617,0.475411,-0.195648, ,-11.6641,14.031,13.9268,
23,0.330575,0.0530051,0.15043, ,10.1993,-2.29449,-10.9121,
24,0.371217,-0.0479091,0.0275045, ,-10.4943,-4.32177,-2.07502,
25,0.36614,0.0984428,0.252193, ,-2.79645,0.299192,10.6057,
26,0.139951,0.0548139,-0.0357042, ,-12.8968,5.42644,-4.00325,
27,-0.263738,-0.841684,2.19996, ,-2.23212,-7.62204,19.7457,
28,0.0178458,0.00547232,-0.146408, ,-2.66571,-19.2988,2.19154,
29,0.0781334,0.0562862,-0.093846, ,14.1173,-17.0934,13.4683,
30,-0.22413,0.199577,-0.477363, ,4.2459,-12.7868,9.70139,
31,0.205803,-0.0605738,0.0164147, ,-15.7035,-6.62596,9.91102,
32,0.101776,0.0901747,-0.0786035, ,-8.48204,11.2066,-19.935,
33,-0.157094,0.598514,-0.611797, ,-10.2869,-3.16708,9.99347,
34,0.0415732,0.301492,-0.350901, ,-10.4021,14.7528,-0.310019,
35,-1.31815,-1.5547,-1.84187, ,-10.0921,-8.86132,-12.873,
36,0.0654989,0.158054,-3.11293, ,-3.29667,-0.344637,-20.4658,
37,0.215521,-0.203531,0.269796, ,8.28492,14.9985,-2.57126,
38,-0.0645413,0.36316,-0.28334, ,-7.55186,0.366244,6.54739,
39,0.0453458,0.155746,-0.373085, ,9.77544,2.60498,1.62815,
40,1.56406,-0.401081,0.484032, ,9.10748,-3.54611,11.4038,
41,0.0526174,0.131777,0.173178, ,-0.821543,9.27279,-2.99983,
42,0.0673574,0.177873,0.163118, ,10.6739,12.3103,-6.20353,
43,-0.0359398,0.0439717,-0.207874, ,4.67438,3.29328,-15.1758,
44,0.117856,0.847463,-0.207766, ,1.04573,7.18187,2.37334,
45,0.17462,0.00445383,0.0308254, ,-8.108,21.1343,-15.3386,
46,1.0408,0.3296,1.75596, ,4.14448,-0.404053,10.2387,
47,-0.118527,0.0133009,-0.496033, ,-8.70299,11.2303,-1.66431,
48,0.345027,0.136962,-0.135166, ,-2.12189,13.1825,-5.9397,
49,-0.174767,0.367507,-0.371239, ,-8.7734,-7.45319,3.71866,
0,0.266441,-0.306778,-0.345823, ,5.93293,11.6747,2.61599,
1,0.465809,-0.256211,0.7164, ,-2.77118,3.94072,4.22342,
2,-0.0320973,0.144835,-0.400221, ,1.48491,-11.366,17.769,
3,0.242031,0.128656,-0.331499, ,-2.11946,-1.76758,1.99526,
4,0.363356,0.120953,-0.0872292, ,-7.01174,-11.9085,0.213022,
5,0.564831,-0.640565,0.0649301, ,-2.14348,4.24635,1.59005,
6,-0.123245,0.429771,0.141024, ,14.9682,-0.416313,-0.08701,
7,2.34136,-0.157134,1.03139, ,15.5243,-2.78801,11.9167,
8,0.169752,0.0802991,-0.0432273, ,9.07925,-21.0828,-2.8692,
9,-0.227528,0.099422,-0.518273, ,13.9871,7.78103,-11.3486,
10,-0.279004,0.722887,0.0227027, ,6.60717,0.153785,-3.12844,
11,-0.59318,-0.203585,-1.06512, ,-2.32835,2.7605,1.87662,
12,0.289284,0.203515,0.0848089, ,-1.90493,-8.46859,-21.4929,
13,-0.0086062,0.0874578,0.179041, ,5.63983,-4.63829,14.9171,
14,-0.0351044,-0.0423199,-0.0812659, ,9.23981,-4.52181,5.21066,
15,-1.52648,1.26292,-1.22841, ,-14.5653,3.46159,-3.5664,
16,0.114523,0.396374,0.235532, ,16.6284,3.20113,3.05068,
17,2.29171,0.472758,0.379444, ,13.9782,4.92697,3.07542,
18,0.933678,-0.321461,1.00391, ,1.0086,-0.744844,4.5376,
19,0.584571,0.00403713,0.112191, ,-1.1605,-4.22849,2.34916,
20,-0.566906,-0.149204,-1.02081, ,-15.7238,6.15501,-3.34206,
21,-1.1733,0.915474,-0.619378, ,-8.08937,1.53847,-1.21167,
22,-0.00311794,0.488754,-0.181858, ,-11.7041,13.3427,13.7901,
23,0.340289,0.0507178,0.139041, ,9.71384,-2.28735,-11.3897,
24,0.359802,-0.051611,0.0255687, ,-11.415,-3.7019,-1.93582,
25,0.362774,0.0983643,0.261664, ,-3.36583,-0.0784566,9.4711,
26,0.127223,0.0613462,-0.039974, ,-12.7274,6.53232,-4.26986,
27,-0.265962,-0.849294,2.21968, ,-2.22443,-7.60933,19.7149,
28,0.0152285,-0.0128841,-0.144097, ,-2.61726,-18.3564,2.31031,
29,0.0934891,0.0397035,-0.0794333, ,15.3557,-16.5827,14.4127,
30,-0.219376,0.186264,-0.467362, ,4.75383,-13.3133,10.0014,
31,0.189384,-0.0651239,0.0262427, ,-16.4189,-4.5501,9.82793,
32,0.0945692,0.0998825,-0.0972694, ,-7.20725,9.70786,-18.6658,
33,-0.167292,0.595103,-0.601585, ,-10.1981,-3.41011,10.2127,
34,0.0308377,0.315381,-0.350826, ,-10.7355,13.8886,0.074264,
35,-1.32823,-1.56355,-1.85473, ,-10.0781,-8.84355,-12.8565,
36,0.0622014,0.157708,-3.13337, ,-3.29747,-0.345403,-20.4421,
37,0.223798,-0.188031,0.266779, ,8.27725,15.5003,-3.0169,
38,-0.0717998,0.362919,-0.276742, ,-7.25853,-0.240522,6.59775,
39,0.0543365,0.158217,-0.371235, ,8.99069,2.47054,1.84979,
40,1.5731,-0.404602,0.495424, ,9.03841,-3.52059,11.3918,
41,0.0513732,0.140431,0.169207, ,-1.24419,8.65408,-3.971,
42,0.0776219,0.188038,0.156487, ,10.2645,10.1656,-6.63038,
43,-0.0301014,0.0471406,-0.222121, ,5.83836,3.16894,-14.2472,
44,0.118869,0.854382,-0.20537, ,1.01378,6.91903,2.39599,
45,0.166335,0.0261442,0.0141383, ,-8.28475,21.6904,-16.687,
46,1.04493,0.329183,1.76615, ,4.12545,-0.4163,10.1905,
47,-0.127091,0.0251531,-0.497116, ,-8.56436,11.8522,-1.08324,
48,0.342065,0.149802,-0.14075, ,-2.96165,12.8405,-5.5845,
49,-0.182916,0.359518,-0.367185, ,-8.1492,-7.98908,4.05345,
0,0.272218,-0.294701,-0.342964, ,5.77771,12.0771,2.85835,
1,0.462991,-0.252193,0.720455, ,-2.8181,4.01812,4.05465,
2,-0.0297126,0.133504,-0.381576, ,2.38469,-11.3307,18.6448,
3,0.239252,0.126818,-0.328933, ,-2.77898,-1.83821,2.56617,
4,0.355172,0.109034,-0.087313, ,-8.1841,-11.9182,-0.0837981,
5,0.562586,-0.636122,0.0665107, ,-2.24553,4.44334,1.58056,
6,-0.108022,0.428997,0.14069, ,15.2234,-0.773627,-0.333612,
7,2.35685,-0.159917,1.04329, ,15.4918,-2.78341,11.9006,
8,0.176235,0.0574668,-0.0455611, ,6.48326,-22.8323,-2.33381,
9,-0.213013,0.107618,-0.528966, ,14.5153,8.19582,-10.6934,
10,-0.272243,0.722827,0.0194917, ,6.76109,-0.0601272,-3.21101,
11,-0.595384,-0.200671,-1.06305, ,-2.20388,2.91362,2.06629,
12,0.286925,0.19409,0.0630162, ,-2.3598,-9.42498,-21.7927,
13,-0.00182731,0.083284,0.19315, ,6.77889,-4.1738,14.1087,
14,-0.0244107,-0.04569,-0.0769433, ,10.6937,-3.37008,4.32263,
15,-1.54101,1.26635,-1.23195, ,-14.533,3.43614,-3.54123,
16,0.131169,0.399069,0.238219, ,16.6465,2.69594,2.68713,
17,2.30565,0.477672,0.382518, ,13.9401,4.91413,3.07422,
18,0.934617,-0.322176,1.00836, ,0.939224,-0.714544,4.454,
19,0.582741,-0.000115504,0.114432, ,-1.83026,-4.15263,2.24117,
20,-0.583017,-0.143976,-1.02483, ,-16.1114,5.22853,-4.01997,
21,-1.18133,0.916971,-0.62057, ,-8.02693,1.49752,-1.19177,
22,-0.0148181,0.501449,-0.168195, ,-11.7001,12.6953,13.6621,
23,0.349432,0.0483887,0.127152, ,9.14332,-2.32905,-11.8883,
24,0.347512,-0.0546154,0.0237914, ,-12.2896,-3.00443,-1.77725,
25,0.358971,0.0979839,0.270122, ,-3.80278,-0.380375,8.458,
26,0.115803,0.0679827,-0.0444534, ,-11.4198,6.63648,-4.47934,
27,-0.268179,-0.85689,2.23936, ,-2.21691,-7.59684,19.6847,
28,0.0128825,-0.0302413,-0.14148, ,-2.34608,-17.3572,2.61786,
29,0.110317,0.0246276,-0.063745, ,16.8279,-15.0759,15.6883,
30,-0.214071,0.172384,-0.457202, ,5.30509,-13.8799,10.1598,
31,0.172633,-0.0678877,0.03557, ,-16.7506,-2.76381,9.32739,
32,0.0882767,0.107916,-0.114568, ,-6.29247,8.03396,-17.299,
33,-0.177394,0.591449,-0.591154, ,-10.1016,-3.65474,10.4303,
34,0.0198236,0.328442,-0.350298, ,-11.0141,13.0607,0.527856,
35,-1.3383,-1.57237,-1.86757, ,-10.0643,-8.82605,-12.8403,
36,0.0589032,0.157362,-3.15379, ,-3.29823,-0.346153,-20.4188,
37,0.232052,-0.172023,0.263285, ,8.25364,16.008,-3.49387,
38,-0.0787487,0.362072,-0.270105, ,-6.94886,-0.847245,6.63685,
39,0.0624879,0.160361,-0.368966, ,8.15136,2.14432,2.2686,
40,1.58207,-0.408097,0.506804, ,8.97049,-3.49545,11.3795,
41,0.0498824,0.148257,0.16453, ,-1.49083,7.82656,-4.67713,
42,0.0873621,0.196308,0.149502, ,9.74021,8.26981,-6.98527,
43,-0.0233796,0.0502803,-0.235659, ,6.72185,3.13961,-13.5377,
44,0.119851,0.861042,-0.202951, ,0.981468,6.65924,2.41867,
45,0.157364,0.048788,-0.00433857, ,-8.97169,22.6438,-18.4769,
46,1.04904,0.328755,1.77629, ,4.10661,-0.428332,10.1427,
47,-0.135556,0.0376678,-0.497615, ,-8.46441,12.5147,-0.499267,
48,0.338264,0.162248,-0.146014, ,-3.80092,12.4458,-5.26407,
49,-0.19043,0.351017,-0.362801, ,-7.5146,-8.5003,4.38384,
0,0.277823,-0.28221,-0.339853, ,5.60486,12.4914,3.11139,
1,0.460126,-0.248099,0.724341, ,-2.86431,4.09393,3.8859,
2,-0.0264414,0.122262,-0.362148, ,3.27118,-11.2421,19.4283,
3,0.235769,0.124916,-0.325782, ,-3.48289,-1.90242,3.15069,
4,0.345899,0.0971525,-0.0874169, ,-9.27235,-11.882,-0.103903,
5,0.560237,-0.63148,0.0680804, ,-2.34885,4.64193,1.56966,
6,-0.092549,0.427851,0.140101, ,15.4728,-1.14659,-0.589455,
7,2.37231,-0.162696,1.05517, ,15.4599,-2.77887,11.8847,
8,0.179792,0.0344252,-0.0464766, ,3.55661,-23.0416,-0.915435,
9,-0.198025,0.116127,-0.538826, ,14.9876,8.50912,-9.85913,
10,-0.265327,0.722548,0.0161969, ,6.91672,-0.278331,-3.29478,
11,-0.597487,-0.197577,-1.0608, ,-2.10276,3.09404,2.25869,
12,0.284052,0.183709,0.0409267, ,-2.8722,-10.3808,-22.0895,
13,0.00585188,0.0795703,0.20632, ,7.67919,-3.71372,13.1697,
14,-0.0122253,-0.0479739,-0.0737563, ,12.1854,-2.28399,3.18695,
15,-1.55551,1.26976,-1.23547, ,-14.5009,3.4111,-3.51646,
16,0.147809,0.401269,0.240545, ,16.6395,2.19982,2.32612,
17,2.31955,0.482573,0.385591, ,13.9026,4.90151,3.07296,
18,0.935488,-0.32286,1.01273, ,0.870557,-0.684374,4.37117,
19,0.580241,-0.00418122,0.116559, ,-2.49962,-4.06571,2.12735,
20,-0.599311,-0.139914,-1.02955, ,-16.2945,4.06223,-4.72507,
21,-1.18929,0.918428,-0.621742, ,-7.96504,1.45711,-1.17208,
22,-0.0264798,0.513536,-0.154653, ,-11.6617,12.0867,13.5421,
23,0.357944,0.0459715,0.114755, ,8.51186,-2.4172,-12.3969,
24,0.334409,-0.0568466,0.022174, ,-13.1034,-2.23118,-1.61742,
25,0.354807,0.0973555,0.277681, ,-4.16388,-0.62846,7.55871,
26,0.106191,0.0736036,-0.0487969, ,-9.61252,5.62093,-4.34352,
27,-0.270389,-0.864475,2.25902, ,-2.20956,-7.58454,19.6549,
28,0.0109042,-0.0465788,-0.138359, ,-1.97822,-16.3375,3.1202,
29,0.128368,0.0123393,-0.0466843, ,18.0513,-12.2883,17.0607,
30,-0.208143,0.158016,-0.447029, ,5.92812,-14.3684,10.1725,
31,0.15576,-0.0691692,0.0442194, ,-16.8737,-1.28152,8.64939,
32,0.0825881,0.114565,-0.130697, ,-5.68865,6.64836,-16.129,
33,-0.187391,0.587548,-0.580508, ,-9.99699,-3.90111,10.6463,
34,0.0085735,0.340711,-0.349258, ,-11.2501,12.2691,1.04057,
35,-1.34835,-1.58118,-1.88039, ,-10.0507,-8.80883,-12.8242,
36,0.0556043,0.157015,-3.17419, ,-3.29894,-0.346887,-20.3958,
37,0.240262,-0.155503,0.25928, ,8.21068,16.5201,-4.00543,
38,-0.0853693,0.360619,-0.263438, ,-6.62065,-1.45277,6.66679,
39,0.0698526,0.162023,-0.366071, ,7.36474,1.6613,2.89527,
40,1.59097,-0.411568,0.518171, ,8.90369,-3.47068,11.3671,
41,0.0483865,0.155204,0.15933, ,-1.4959,6.94625,-5.1996,
42,0.0965341,0.20293,0.142166, ,9.17205,6.62244,-7.33583,
43,-0.0159324,0.0535591,-0.248708, ,7.44717,3.27882,-13.0485,
44,0.1208,0.867444,-0.20051, ,0.948795,6.40229,2.44136,
45,0.147602,0.0720131,-0.0256257, ,-9.76179,23.2251,-21.2871,
46,1.05312,0.328315,1.78639, ,4.08794,-0.440154,10.0955,
47,-0.143976,0.050911,-0.497566, ,-8.41993,13.2432,0.0494996,
48,0.333632,0.174255,-0.150994, ,-4.63278,12.0075,-4.98009,
49,-0.197298,0.342031,-0.358092, ,-6.8676,-8.98596,4.70977,
0,0.283236,-0.269292,-0.336477, ,5.41265,12.9179,3.37621,
1,0.457216,-0.243931,0.728058, ,-2.90992,4.16816,3.71716,
2,-0.0223232,0.111061,-0.3419, ,4.11818,-11.2007,20.2484,
3,0.231528,0.122959,-0.322032, ,-4.24119,-1.95638,3.74953,
4,0.33556,0.0852671,-0.0873397, ,-10.3396,-11.8853,0.0771567,
5,0.557783,-0.626638,0.0696377, ,-2.45358,4.84229,1.5573,
6,-0.0768338,0.426314,0.139245, ,15.7152,-1.53644,-0.856,
7,2.38774,-0.165471,1.06704, ,15.4286,-2.7744,11.869,
8,0.180816,0.0128428,-0.0467987, ,1.02389,-21.5824,-0.322116,
9,-0.182632,0.124765,-0.547759, ,15.3928,8.6379,-8.93314,
10,-0.258252,0.722047,0.0128169, ,7.07442,-0.501443,-3.37997,
11,-0.599524,-0.194281,-1.05835, ,-2.03699,3.29628,2.44439,
12,0.280602,0.17239,0.0185396, ,-3.45089,-11.3185,-22.3871,
13,0.0142164,0.0762407,0.218513, ,8.36455,-3.32959,12.1935,
14,0.00135604,-0.0493333,-0.0719676, ,13.5814,-1.35937,1.78874,
15,-1.56998,1.27315,-1.23896, ,-14.469,3.38644,-3.49208,
16,0.164417,0.402984,0.242514, ,16.6087,1.71513,1.96863,
17,2.33341,0.487462,0.388663, ,13.8655,4.88909,3.07164,
18,0.93629,-0.323514,1.01702, ,0.80259,-0.654346,4.28908,
19,0.577069,-0.0081493,0.118564, ,-3.17157,-3.96808,2.00441,
20,-0.615483,-0.137211,-1.03493, ,-16.1713,2.70302,-5.37722,
21,-1.1972,0.919845,-0.622894, ,-7.90369,1.41723,-1.15261,
22,-0.0380762,0.52505,-0.141225, ,-11.5964,11.5141,13.4288,
23,0.365772,0.043426,0.10186, ,7.82838,-2.54556,-12.8956,
24,0.320557,-0.0582421,0.0206908, ,-13.8516,-1.39551,-1.48326,
25,0.350324,0.0965146,0.284434, ,-4.48337,-0.840922,6.7536,
26,0.0986765,0.078413,-0.0528335, ,-7.51445,4.80943,-4.03656,
27,-0.272591,-0.872047,2.27864, ,-2.20236,-7.57244,19.6256,
28,0.00936526,-0.0618377,-0.134578, ,-1.53897,-15.2589,3.78118,
29,0.147223,0.00323249,-0.0294123, ,18.8545,-9.10678,17.272,
30,-0.201519,0.14333,-0.436888, ,6.62387,-14.6858,10.1415,
31,0.138895,-0.0691628,0.0520709, ,-16.8646,0.00644267,7.85143,
32,0.0773319,0.120064,-0.145857, ,-5.25621,5.49868,-15.1599,
33,-0.197275,0.583398,-0.569648, ,-9.88384,-4.14933,10.8605,
34,-0.0028756,0.352215,-0.347659, ,-11.4491,11.5038,1.59871,
35,-1.35838,-1.58998,-1.8932, ,-10.0372,-8.79187,-12.8083,
36,0.0523047,0.156668,-3.19456, ,-3.29961,-0.347606,-20.3731,
37,0.248407,-0.138469,0.254726, ,8.1446,17.0337,-4.55346,
38,-0.0916413,0.358564,-0.256749, ,-6.27198,-2.05586,6.68966,
39,0.0765455,0.163091,-0.362373, ,6.69285,1.06866,3.698,
40,1.59981,-0.415014,0.529525, ,8.83798,-3.44628,11.3544,
